hood_name,district_name,geom,area_km2,population,sip_count,population_density,order_density
Küplüpınar Mahellesi,Osmangazi,0106000020E6100000010000000103000000010000003A00000071804F62C60C3D40B3A6689BD1194440461B9139E00C3D40D32DE00ACD1944409443D5F9010D3D40235399BDC71944408DD5E6FF550D3D403DE64D8FB719444058141B98810D3D4035B808E7AE194440B5A3DD8DAA0D3D4045F46BEBA71944409A417C60C70D3D401D0B653CA51944408621CDB3ED0D3D409B32816CA319444046E39A4C260E3D40ADEB6179A11944403EBFDEB3640E3D402C47C8409E194440D5867945A60E3D4070D234289A1944401E5A1AAEC40E3D40EDC506C19919444055BFD2F9F00E3D409A571A9D98194440EBED85B8280F3D407212EFA595194440E4315E4E640F3D40B56911F6921944402A8018D7AE0F3D40FF4124438E194440C9213DA0C70F3D40B8393A538D1944405C0938DFE30F3D40B7D7DD978E19444042A6C695C40F3D4035F74663A319444099D36531B10F3D40CF2EDFFAB0194440848659C3A00F3D40E63FA4DFBE19444074C23A44920F3D40D17D946CD019444030629F008A0F3D40B760A92EE0194440FCB03962880F3D40C7383586EF19444048765BD8890F3D406C8E18E2FD194440DC9F8B868C0F3D40FB54BA60151A4440CEF9CED4900F3D4016687748311A44408C7AD2D3910F3D40BF315FB9391A4440FF637CF3760F3D4087F24FBA3E1A44405DD83FF4490F3D406B1CA0EA461A4440E831CA332F0F3D40DF0C480C4C1A444079B6A2282B0F3D40D4DA8F6F4A1A44401820764B170F3D40095EE3E94B1A44408FC360FE0A0F3D40851D6BEB4C1A44404251EADCFE0E3D40DED8FD744D1A444015CAC2D7D70E3D40B2EB83D1511A4440A08D5C37A50E3D40747973B8561A44406B943F29A40E3D40795E85EF581A4440479D6FFA690E3D405F494D16521A4440369204E10A0E3D402ECA6C90491A4440DB3A93910E0E3D4016A58460551A4440525CFA3CEB0D3D409D627A67591A4440948444DAC60D3D40001C7BF65C1A4440EAD04433AA0D3D4087D970FD601A444007CF8426890D3D40D9BFA1A64C1A44402DAB55606D0D3D40E099756B3E1A444014CA671E650D3D405B785E2A361A4440456EE1D4620D3D404DC928852F1A44400F417A2F630D3D4056B8E523291A44403B5C06F75E0D3D409BABE639221A444089C27817390D3D400BBCEE08021A44400E092989360D3D4000D2EDDBFF1944406A94E46F310D3D404329102CFD194440AD72FCAB220D3D4092E634B0FA194440BFAC9A31160D3D4094B65D0DF5194440760D4460F60C3D403EF08C11E41944409BB5CA02DC0C3D401A1131CAD819444071804F62C60C3D40B3A6689BD1194440,0.4780,10366,0,21686.19,0.00
Alaşarköy Mahallesi,Osmangazi,0106000020E6100000010000000103000000010000005F00000092D49D82570C3D408AC0A26CDB244440ECAEA2F5A60C3D404F9E680D9424444093C7D3F2030D3D40F56B466172244440891865EC3A0C3D4016B8E11C1A244440B493C151F20A3D40EDDEE57D7723444053BC804D8C0B3D40BB1006F934234440FF1DF6E7470C3D4045F30016F9224440710FF8B2A30B3D40B597231A93224440C9DF62EA530B3D40A0C552245F2244404B2F7B23040B3D40319413ED2A224440C37872F2C70B3D40E5057D8E34224440F103A1061D0C3D4070B0373124224440C37D891D320C3D40CD0F1258EF2144404D11E0F42E0C3D40B4FA8FF1CD2144401C6ED113E00D3D406FBA6587F82044400FC1278C1C0E3D40A4C4AEEDED204440FBA58F0AAD0E3D4007955DD5FE2044402CBC26FFEE0E3D401C12ADCBDF204440C8505FE0030F3D4001AB7E00AD2044407274F0A7210F3D401F3AF361AC2044402BE510CC2C0F3D40355F251FBB2044409D5F39E74C0F3D408B6AB697D920444066FF97C68A0F3D40D1819B7BFE20444050A8A78FC00F3D4092AD2EA7042144405FE74B14C60F3D40B58CD47B2A214440B20DDC813A0F3D40C054D8B1B62144405A50734DDC0F3D40F14CC34BCB214440ACA7FBA5EA0F3D402B1213D4F021444095F661180B103D400AF7CABC55224440D3CD0F6D11103D40BB4CA83BAA2244404A720A3C41103D40C2CD9838A82244403C8D0F0E51103D40F23515F3BD22444099D29FA28F103D40768BC058DF224440144EC1D0D9103D40174DC2E0F522444038FB5E9E29113D409BC18476F3224440DEE929CD41113D403F709527102344405C70ABC54C113D401BB1602C1D23444055FDA5A036113D40E41071732A23444097AC8A7093113D40700278B06A234440A6C9D644B0113D40F10EF0A4852344400712CAB1AB113D408DB7955E9B2344406A9615D401123D40577D0970D52344403FAFD3A304123D403E473F7507244440A0C783882F123D4096D28E76372444402928A0E469123D40B02193E7552444402D382806ED123D4092B7B7B64B244440C8505FE003133D4082D2061676244440EC95687F56133D4083ED71F0962444404148163081133D405559CAE83625444039A2D68FA8133D40F11E566E58254440D79244E515143D40294CCE3FB0254440DE0951195A143D40B7A79A0FBE25444066DAFE9595143D40A51710B5C8254440B66AD784B4143D4021C033EBD6254440FE4A427D26143D4018117B57F3254440BECA90195E133D4000AD54AB0A2644400D22084614133D4037983C5409264440A96A82A8FB123D40536232B0E9254440419F234D17133D40231DD434DE254440D27135B22B133D4070B1A206D32544409B898E8939133D405B11EB43CD254440DAA8F34D3F133D40E16EFF80BD254440C09C346843133D40279C82A1B32544400C2E0C4746133D40D0C4854DAE25444017BCE82B48133D405CA6CB07A9254440C29DB0694A133D4041D3122BA32544404586B07504133D405E5ECA0A8F2544406C104130A2123D40EF94698F7225444024A424DA44123D407E079A2A732544403E038F1436123D409E375F364B254440C4BFBE8C18123D40018F030A502544405EA0A4C002123D40763172BB3C254440B1CA3B3DA5113D40C1070A174D254440921BEA1CA8103D4022AC21CC48254440E91DB814A1103D402EAE4C535F254440D9CC21A985103D40A986FD9E5825444043BF5BC587103D40C750A96D1E254440F596170566103D401157CEDE1925444040E7244A31103D40BBD1C77C402544402E26EC91BC0F3D40377AEBB24E2544409404977D0D0F3D40EE8623FE1725444004F92356900E3D404BA885371025444040999020A60E3D4058DAF346F7244440EAC5F594410E3D40CE4CD5E2F8244440A8E2C62DE60D3D404059E7CE02254440C9B32671B10D3D40D7187442E824444043F2DFCD640D3D40EB0324F5F92444404521133AF90C3D400ED4CED5FB244440C83E6DF9ED0C3D4079F71109F0244440BEEF294A530C3D401F3CC90C0A254440D2472A9D590C3D4089AC7F21F5244440E0302CDA770C3D40FF1E61BDF62444403360DA81840C3D40201F99B3E3244440FA8F9614690C3D4078279F1EDB24444092D49D82570C3D408AC0A26CDB244440,6.3118,1688,0,267.44,0.00
Atıcılar Mahallesi,Osmangazi,0106000020E610000001000000010300000001000000220000003F0E942584143D4015298359571A4440E9C605B17D143D4071E888D7501A4440192EBCDC71143D40BF96FCF4441A4440F957456E3C143D40FD9474DE101A44404510E7E104143D4047979240DE194440868263E0CA133D4073E26190AA1944401017CAD303143D4036FD7ED6A1194440BA4C4D8237143D40A21D818989194440E69B23E131143D408970DDDE7F194440B6792D324B143D400825276E70194440739B15F659143D40087E0A36641944407F4DD6A887143D4087D970FD601944400C811255AE143D406B5CA4F55C194440EBAFB211E3143D40AB6A93D453194440ECE703B80F153D4034E900D248194440B218D06630153D40D05499733A194440326A08D858153D40E146CA16491944402ECB321F6B153D4077E73F5A521944404B992F8A79153D407526C863611944407D27C1768B153D4033FE7DC685194440B220DE848C153D4038BEF6CC921944409EC8DD3186153D40AED7F4A0A019444020B2ED597C153D408FB81160A219444098BD6C3B6D153D401A27CF06AA1944405AE6BEE666153D400BEB6B02B11944409D908C8B59153D40ED53443CC81944406C6A8FCD44153D40E9D1544FE61944407171F9B42F153D40F0726C98FC194440F72D292D12153D4084526AE5141A4440FB00497DFE143D40FE1C3059261A4440BF94264AE7143D401B7B9BA3331A44401B9E5E29CB143D40E69E64613E1A44401E392DD38A143D4036188FF74F1A44403F0E942584143D4015298359571A4440,0.3120,8888,0,28487.18,0.00
Fatih Mahallesi,Osmangazi,0106000020E6100000010000000103000000010000002D000000B02770A1E10F3D4043233372711C44405A72CBFDC40F3D40A97E4A3A6F1C4440386513059F0F3D4056DC137F6F1C4440580229B16B0F3D407A14538E6E1C444063473E0A320F3D40F10D2A16641C4440FD231D2FEE0E3D407509E297551C44404D7B945BA40E3D40312A04CD421C4440CA59338D810E3D4083EB9B45391C44407FD0C4854D0E3D40F903D48A251C44409B9ABAE12D0E3D40F79B3F5C281C4440D7A19A92AC0D3D406466553A0E1C4440A8E73812C30D3D4052C19778F61B44404E469561DC0D3D40095053CBD61B4440D90D36D0D70D3D405941C2E6D21B44400A34338EEC0D3D408F0C8343B91B4440A91F8AB8EF0D3D4092DCABA0B31B44400E0753DED80D3D4064DA4823B01B4440E7F230FEC70D3D400255922BAB1B44408BE5F10FB60D3D4009D68228A91B4440A29A92ACC30D3D40CCB392567C1B444003AF3B82C00D3D40A4CA8BA7791B4440EBB76576CC0D3D401BA43BE3561B44401657F036CA0D3D4029D42E01531B44405E74C300D30D3D40ACC0351C3B1B44408D333CAC260E3D40B2D991EA3B1B444021D96D61270E3D4078C4D78D2D1B444060E4654D2C0E3D4035C69805241B4440DEFA5525360E3D409F05FC75021B4440AF40F4A44C0E3D40F3864556C81A4440ED17A2F9520E3D4059350873BB1A4440CC9E5FEF590E3D40A8120AB6B61A4440AFA01FFC7A0E3D4038328FFCC11A4440287C5B559B0E3D4021753BFBCA1A4440EEAF1EF7AD0E3D404F779E78CE1A444015C440D7BE0E3D407EE19524CF1A4440E5D594BFD60E3D40AD4B8DD0CF1A44407471659AFA0E3D40620BE654D71A4440A59762580F0F3D4023658BA4DD1A44408C6C42B51C0F3D40FEC4B766E11A44401EA7E8482E0F3D402CC71AE4E41A4440BFFEDAB05C0F3D40B735D88AEC1A4440F52F49658A0F3D409546CCECF31A444065B26E72AE0F3D4020A11CBBFA1A444080F67EFED60F3D40F5D14E722C1C4440B02770A1E10F3D4043233372711C4440,0.7728,12865,0,16647.26,0.00
Selamet Mahallesi,Osmangazi,0106000020E6100000010000000103000000010000003400000049884DBF9F113D405BBADD26371A44404FCB0F5CE5113D40B075A911FA194440F9FC8BFBEA113D4047D7964BF419444041E6142EF5113D40D5986B2CBC19444059DDEA39E9113D40FFE9060ABC194440CDE1FF33EF113D40D759E322AD1944401AD2F24DE4113D4031A715F07C19444011F46107DF113D40720EE896671944409DEF4C0DD9113D40CEF28645561944402DC25E72ED113D401C7C6132551944401B063DE5E2113D4022A067583119444070A076AEDE113D40BDD17DEF2519444054D27943D0113D4011267B3A0D194440CCA9AE8DC2113D403D9171D6F11844403BAC70CB47123D40CB811E6ADB184440ED87331A54123D402AFD29FAE8184440C2D43B8155123D40A9E04B3CFB184440C16CA75258123D4028E3CE3B04194440DFA238EC63123D401BF09EA811194440F8D15F9E84123D40099AE0E533194440BED1D8A898123D40A049079046194440C817FE1D9B123D40A3923A014D194440A74297CBA1123D40CC8AF216591944401FE6817E95123D40C097C2836619444014E8137992123D4035BCB43C6A194440D00B772E8C123D402CC203B97A19444041237DFF8B123D407F30F0DC7B194440CDEA1D6E87123D4036678EF68919444059E6087481123D407965CD7E93194440EEF3CE577F123D407CAE00F0991944402DCB7CAC85123D4056B549EAA91944402DCB7CAC85123D40E28B9BBFAE1944407ABB6FC67A123D40119DAFA3BB194440AFB48CD47B123D40F5C6FFD3C319444084CD4AA47E123D40D4D7F335CB194440CCB6D3D688123D40DDA117A4CF194440B5F3476293123D40AA2D7590D7194440680355489E123D4068B7F182E3194440B15472A9A5123D40D406CCE8EC19444064647F8FB0123D40466F021DF719444081327CFABE123D405DB41199031A4440693BA6EECA123D4032A2FEC4121A4440B28CC34FD2123D404B4FA26F1C1A44400454DDC8E1123D406DC669882A1A4440F7D676C9EE123D402286C20C321A444049D2DAD9FC123D4042B456B4391A4440CEB2DDF3B2123D404216B36F381A4440B956D6917E123D40C0098508381A4440036F92301D123D400E935FF5361A4440AF0793E2E3113D40674EF27E371A4440B7ADD282BC113D40909F8D5C371A444049884DBF9F113D405BBADD26371A4440,0.2692,6484,1,24086.18,3.71
Kemerçeşme Mahallesi,Osmangazi,0106000020E610000001000000010300000001000000300000006E07D968EF103D40AC6F05B9301A44400D7A257FE6103D40302FC03E3A1A444046949B4DEC103D400BC336983C1A444064FE767EF6103D40BA1050864F1A4440E2AFC91AF5103D40F9E241695E1A44402BC995D5CF103D4080A03770621A444039AE9003C0103D40B00A2F1C631A4440E17371659A103D402A2ED857681A4440CBE31F6C67103D40F6B93544701A4440F1BFF0A54B103D407D772B4B741A44407275B63643103D40EF384547721A44405034B4A61E103D40E4ADA9E27C1A4440C334C291F60F3D408822EEFB811A444065879DCEBA0F3D409D1ECA06881A4440271AFF999C0F3D400D5EAA88891A4440F5A85379960F3D40188C5B165D1A44408C7AD2D3910F3D40BF315FB9391A4440CEF9CED4900F3D4016687748311A4440DC9F8B868C0F3D40FB54BA60151A444048765BD8890F3D406C8E18E2FD194440FCB03962880F3D40C7383586EF19444030629F008A0F3D40B760A92EE019444074C23A44920F3D40D17D946CD0194440848659C3A00F3D40E63FA4DFBE19444099D36531B10F3D40CF2EDFFAB019444042A6C695C40F3D4035F74663A31944405C0938DFE30F3D40B7D7DD978E194440BEDC274701103D4085ABA8667B194440F48B12F417103D4031FAC04472194440161747E526103D40208A13A97A194440FE1F71D932103D4017670C7382194440ACA690D03B103D407ED1D4A1891944405FB69DB646103D40D1E6DDFD961944407863416150103D40F97601E5A519444047BFC7AA52103D402C92C030AA194440E7DE686C54103D401F46ADD5C31944402A3F04B05C103D403D31467FC319444025B616C15A103D40A0EA460EC71944405BE37D665A103D402DC198E3CB194440FF57C27F5F103D40BEB04687D1194440F883262E6C103D400911154FE21944406C54F19073103D4027A3CA30EE194440AB5FE97C78103D406678FD93091A4440F4B006DE7F103D4020F8CE1E1E1A4440F34872AF82103D401F903AF0201A4440C8957A1684103D402E73BA2C261A444017F60F7DD2103D40B9E177D32D1A44406E07D968EF103D40AC6F05B9301A4440,0.2577,5319,0,20640.28,0.00
Başaran Mahallesi,Osmangazi,0106000020E610000001000000010300000001000000310000003F0E942584143D4015298359571A44407B76AF496D143D40E5EFDE51631A4440A9FCC63258143D40DA6443ED6D1A44408450398144143D40EDF88AC9761A44403ED23B7029143D40724EECA17D1A4440BBB0DAA106143D402FF7C951801A4440983B8E7AE3133D400A57F613841A44405D370076C9133D40C07EE3C6881A444005C99640A5133D40F74A6AB2901A444035B742588D133D40B0BB8AD69B1A4440439C3D867D133D4048C49448A21A4440908C30A072133D40AA494B40A71A44401CBC653D6B133D40D7E3198FAD1A444040B0993226133D4085A1C49DC11A444059DFC0E446133D4055FE1076E51A44405F155E38C6123D40645A9BC6F61A4440E49E5335E6123D40C6FF780A141B4440B883C76DEA123D40516E36B11B1B44402C7FBE2D58123D40482CCEBD2C1B4440FB58C16F43123D40FAA2F3D02D1B44406DB9E985F1113D407E90C07A371B444092617028D7113D40BC557CE8271B44407E3DBA6CCF113D4012C8DB00221B44408983DFE1D1113D4062B94A1C1E1B4440BEB04687D1113D4075A675C01A1B4440792E426788113D4072B499F9C41A444017E64EFA8C113D40F8C9AC399B1A44400E08BEB387113D404AB54FC7631A4440A3E1390087113D40091FA56D571A44408FEED6E88B113D4027ED574B4B1A444049884DBF9F113D405BBADD26371A4440B7ADD282BC113D40909F8D5C371A4440AF0793E2E3113D40674EF27E371A4440036F92301D123D400E935FF5361A4440B956D6917E123D40C0098508381A4440CEB2DDF3B2123D404216B36F381A444049D2DAD9FC123D4042B456B4391A4440398A62A879133D401863BBD6391A4440AAF3A8F8BF133D400BC96E0B3B1A44401CC5837703143D40404CC2853C1A44409873DF2010143D401E7C17A53A1A444009D91E6228143D4053584EE72F1A444087EF0E3A32143D401ED5FA6C2E1A444065E65D503A143D405871AAB5301A44405835ADB948143D4067542AF2351A44401D01DC2C5E143D405197D6F03E1A4440192EBCDC71143D40BF96FCF4441A4440E9C605B17D143D4071E888D7501A44403F0E942584143D4015298359571A4440,0.5308,15192,0,28620.95,0.00
Güllük Mahallesi,Yıldırım,0106000020E61000000100000001030000000100000026000000D3061676071F3D40734DDC8541174440D546D0F3021F3D40200890A163174440FC0CB963FB1E3D4082F22D628E17444068846D7A061F3D40914B773293174440181B04673A1F3D40245DD83FF4174440965CC5E2371F3D40A6B73F170D1844408BF040AE1E1F3D40B55B81D71D184440B8EC6BB8231F3D405F03C70A23184440EB1ED95C351F3D4090B0B9B42B18444056968D73401F3D40561D835F34184440B70FD484481F3D407FE4315E4E184440FCC3961E4D1F3D400AEF17586C184440F68A5D914E1F3D40E7B11CD775184440965753FE5A1F3D40F0D46D9A88184440B900344A971E3D403D86223889184440AAC07FA9551E3D40DDABFB6C891844405A4A9693501E3D400DE4D9E55B1844408D768137491E3D40C4AF58C345184440324AE18B401E3D40F0DB10E33518444077AD73C23A1E3D40B374AA2116184440A2F0D93A381E3D40EFEDF19DF317444073CB587E2A1E3D400EFF9F79EF174440D9E1F956351E3D4011BA956FC7174440DCC3149B451E3D400E68E90AB617444080040F1D4C1E3D400E3AD7E6B5174440661536035C1E3D409BC2EF4BA2174440F38C2210541E3D406E1FA8099117444068A89BD54C1E3D40E7FF55478E174440439E6EEA4D1E3D40BDE9F1D654174440E871CE3E451E3D408662E1DA3F174440B1169F02601E3D405782209B3F1744407D09151C5E1E3D40ECF3BD2B27174440D6935401521E3D40B99E32480B174440BCBCEFCE901E3D4056BD57080617444088FB2367BC1E3D40723A24100A174440ECC616DDD51E3D408D8F60F426174440573ECBF3E01E3D4050A50B5641174440D3061676071F3D40734DDC8541174440,0.3549,9609,22,27075.23,61.99
Eğitim Mahallesi,Yıldırım,0106000020E6100000010000000103000000010000002100000012CB1C812E1C3D40A4575E4DF9164440BA8A20297D1C3D40DC23E53801174440F6BDE1992B1C3D40F239C14879174440BF1DF2E0381C3D4092BFC5D4A71744407545DF933D1C3D404F6BE404B7174440FD8BFBEA051C3D407EE94889B81744404382F3F3F01B3D40B5503239B51744408978EBFCDB1B3D40D561E014B11744402F4C4B51D31B3D405174136BA717444003379C43631B3D40699C3C1BA8174440E98B738A441B3D40B427DC86AC174440C16ED8B6281B3D40040E57BDB2174440DD216A47161B3D4040D01B38B1174440F9DC64AFD21A3D400BA07312A5174440DA006C40841A3D406F2E59709A1744400DEA11595A1A3D40608D5830961744405AA148F7731A3D40DA006C4084174440FDFE2845861A3D4060EEEE5C731744402F3196E9971A3D40BC7669C361174440B54478C59D1A3D4056D0590B58174440809312279C1A3D403DC791184E1744406F14B4249B1A3D4049C8F61043174440B54478C59D1A3D4046F58C333C1744400673AA6BA31A3D40B7A7F5C830174440005A4E9DA21A3D40B0373124271744408B2CE3F0931A3D40B226BB3E18174440D4CB39C2B31A3D40C675429E1317444076A334400E1B3D406D697FB108174440F6DB8DF4581B3D4018B8978FFF164440876AEFF89B1B3D40FEA25FB6F8164440994C7045BD1B3D40E7DC92C1F6164440C57F70F4E71B3D4099C98168F716444012CB1C812E1C3D40A4575E4DF9164440,0.3327,11176,39,33591.82,117.22
Ulus Mahallesi,Yıldırım,0106000020E6100000010000000103000000010000001F0000003B246BC3171E3D409318A99C9B194440790F86F01E1E3D408805083076194440D43B269C271E3D40D2393FC5711944408E452E933C1E3D408A3C49BA6619444017974FFB521E3D404116FDFC5219444064517D8C5E1E3D406E6B0BCF4B194440CA671E65691E3D40233C90AB47194440724EECA17D1E3D40CCA3D1D336194440A6E8ED748C1E3D405B83520F2C194440FADB5493961E3D40E1A7604326194440DEF5E34059203D407FBF982D59194440D754713ED01F3D404DBED9E6C6194440585DE223BD1F3D40B319F1AEC4194440ABDE2B04831F3D40ADC9AE0F461A4440004E94298B1F3D40881EE7EC531A4440674BB1FE2A1F3D40C93EC8B2601A4440AC4D08C2BA1E3D40B0027CB7791A44406BBF10CD971E3D40F98557923C1A4440558FEA2A931E3D40675F1ED72B1A444053EA92718C1E3D40601278712C1A4440DEF9EA4F871E3D40287FF78E1A1A4440D37602507B1E3D408196AE601B1A4440C423F1F2741E3D4089737918FF194440E331A8DB7E1E3D404E6F35A1FF194440CBD534947F1E3D40F27B9BFEEC194440599CD612971E3D405314F93FD1194440546B065D671E3D409D4830D5CC19444024F7CF2E3A1E3D40CACB50CBC519444026E0D748121E3D40E17437F4BB194440D6CE8B6E181E3D4049C21957B71944403B246BC3171E3D409318A99C9B194440,0.4885,17435,0,35690.89,0.00
Hacıilyas Mahallesi,Osmangazi,0106000020E61000000100000001030000000100000016000000A955AAFA4B113D4009CCF918621844402BA96E89B7113D405E937F773C184440400576EBEB113D40322889DB571844400C44AA8317123D4029626C7C8118444008718A332B123D408B8E3FAC921844402AAE85B421123D4014B4C9E1931844405776662728123D40CEA623809B1844408768194E3E123D40CC8CC8C1B6184440761C9A0D8D123D40F22C9CFFB21844409DCB1EB292123D40554E7B4ACE1844403BAC70CB47123D40CB811E6ADB184440CCA9AE8DC2113D403D9171D6F1184440F1A4E0849D113D40A94995CDC1184440D879C0E1AA113D40CD81D4DCC0184440DEB4746094113D40274811BE9C184440C95C740D8E113D4019CD25B094184440B66C08E984113D40290989B48D184440C5854DAE73113D4062968796861844401781B1BE81113D40052A2D6D821844408412C19371113D4061E0B9F7701844401F27F15E5A113D40597E2AB869184440A955AAFA4B113D4009CCF91862184440,0.1160,2439,52,21025.86,448.28
Altınşehir Mahallesi,Nilüfer,0106000020E6100000010000000103000000010000003F0000002F8100BE80EB3C408C3F9B66CB1E444095F837C368EB3C40B9BC83E9C51E44400C01C0B167EB3C40748FB63BB51E444025FC9CCC89EB3C405192640C621E444046C2082B5FEB3C400AF4893C491E44406A4716D5C7EA3C40A4912AE5101E44404D3162FAB9EA3C40E01C6448041E444014701981C2EA3C405F47776BF41D4440D628DA0BBBEA3C408FC29A6FE91D4440ED69E27899EA3C403FF6C484E21D4440FEEDB25F77EA3C407883C366DB1D444059E0867368EA3C409032E202D01D444019B5B1C865EA3C40358D3743BB1D4440E6F2D54455EA3C4014758B659F1D4440B1E1444F25EA3C40447DDCC8861D44406CCD565EF2E93C407CCD1720761D4440A3320FAA1EEA3C40F26C4551561D444036E9B6442EEA3C40185B0872501D44409C2045F872EA3C40D2E28C614E1D44404064366D6BEA3C400671D4C0451D444009C03FA54AEA3C4049579F61201D4440379F84E343EA3C4012ED7431171D444093BAAEA93DEA3C40C8670D39111D4440D188E30A39EA3C40DC966D4CF41C4440AB7246393DEA3C409047156AF21C44400E23CED435EA3C40F4CC81D4DC1C4440954D147C2EEA3C401960D50FA01C4440F6F12B312AEA3C407315E698871C444099993EE026EA3C407E607DF2661C4440A60BB1FA23EA3C40AAAE8DC23F1C4440D12F5BFCB7EA3C40A5E320D73C1C444036F0598DDBEA3C40473D44A33B1C44403D844C8D2BEB3C4036841909231C4440C76EFA0ED9EB3C405D5E6F511C1C44405835ADB948EC3C4065DDE45C2F1C4440CC46E7FC14ED3C4085645CCC2A1C4440DB977D6830ED3C400D8AE6012C1C4440B727486C77ED3C40E7E84C350E1C44405C525A2492ED3C404374081C091C44409423AEADE9ED3C40621AE148FB1B44405AEFDC20FFED3C408309EDE6F31B44404D767D303AEE3C407AA69718CB1B4440DE7CD92C4DEE3C406E934039C01B4440C552C9A596EE3C40BB3B7CE3B51B44403D3EC681FCEF3C40606B0080AD1B4440382F4E7CB5EF3C407CDBA73EEB1B4440F8BBC161B3EF3C403B46C373001C4440B6453E54BFEF3C404E531564151C44405A3C0675DBEF3C409DDDB5DF351C44409947FE60E0EF3C409D56C0F3411C44409813B4C9E1EF3C40D5E8D500A51C444015D0FA4AD6EF3C4087E17E1BBD1C4440F2F510E8A7EF3C405EE45421D41C444024D3A1D3F3EE3C400458E4D70F1D4440FEEDB25F77EE3C4092697E46331D44403B55BE6724EE3C40BD14C37A481D4440A16FC108D0ED3C40102219726C1D44400C55D6DB0BED3C406DDC07C5FB1D44403507AD2C76EC3C40F530B43A391E4440F5FD2F325CEC3C40601E32E5431E44409CE678605BEC3C404233993B441E4440CAF385353AEC3C40977730BD581E44402F8100BE80EB3C408C3F9B66CB1E4440,2.8085,18830,783,6704.65,278.80
Kültür Mahallesi,Nilüfer,0106000020E6100000010000000103000000010000002F000000B81270BEC7F53C403FE65EBB0F1944400DADA987C3F53C40EADB93D112194440790778D2C2F53C402A919FE81519444017BF8465C7F53C40AD9DCD4F161944404D2036A2C5F53C403A741F251B194440158C4AEA04F63C40BBBFD5952A194440026C9B3D2BF63C402877442A31194440B1A888D349F63C40276893C327194440B0AD9FFEB3F63C40E2F615B545194440D92D5D1CF0F63C40C4D7327447194440F112F7B3B3F73C4023D1706F231944401F9A1EB9DAF73C40563A692B4019444055CB8C6D08F83C40146B025658194440A054FB743CF83C401EDC42FC68194440C261B36D62F83C4014B93BC670194440E5A2B5FD86F83C4075D65D8F78194440655D92B9E8F83C4003441C469C1944400FD253E410F93C40DCC82BC6AF1944406000868A16F93C40770C3444BA1944406EE987C734F93C40115E7127C7194440F2727DC454F93C4058B49487E0194440C118366F41F93C40B1BE26101B1A4440E321E75839F93C401D0E0176241A4440C5EB55BF2DF93C407A7A5B9F281A4440C7116BF129F83C40E0771DBB551A4440D762015D45F83C40AF4CAE18641A4440A269E44E44F83C40605B3FFD671A4440938E72309BF63C40812D65CF541A44406F19260978F63C40315B57714F1A4440D4C3865DCAF53C40CDA6C8C6281A444060BB6A5496F53C40DA99F8591B1A44405B6E7A617CF43C4051ECB2A9041A44403005B52968F43C4022B60595021A44400E9B6D1393F43C40F27B9BFEEC1944406C14483FD0F43C40371B2B31CF19444082A8A04731F53C40F8CDB348C91944400127254E38F53C404FF2D9F0AA19444052EE3EC747F53C404FF2D9F0AA194440CD6559E663F53C40F5AE8BEC9419444017B6662B2FF53C404951C2A79419444017B6662B2FF53C40F821CA726D1944406B195F6A3AF53C40B3E501D138194440A651370653F53C406043CB15391944400632964451F53C40E62ACC310F1944403D9B559FABF53C40361C3B4D0B1944406FF59CF4BEF53C40A675C01A0C194440B81270BEC7F53C403FE65EBB0F194440,1.1896,13452,484,11308.00,406.86
Selimzade Mehallesi,Yıldırım,0106000020E6100000010000000103000000010000001500000076D54D733C143D40D4BF7F4E9C174440A5B50EB33C143D406CCEC133A117444055DE8E705A143D40CCF09F6EA0174440DD1DBEF15A143D4093EB5C07BD1744404453D1B3B4143D40961AEB2CC417444094AA48E06A143D40438765D8CD1744407670B03731143D406766C11FD9174440ADD05158F3133D405E526B50EA17444075A7E095C9133D4069F7F58DF9174440A0E238F06A133D40214729D7CA1744405A2A6F4738133D40B0993226B31744406BAF4F4A52133D40C065040AAB174440DE40DC3065133D4083F6EAE3A1174440E59F747D7A133D4098E94DFB9C174440CD60E70187133D406D5E3013A01744402A711DE38A133D404CB49A649A1744400B3C9C65BB133D409DCE5F329F174440E4E3C924D9133D40E318C91EA1174440828DEBDFF5133D40B4AED172A01744408DF96F140F143D40AFC9BF3B9E17444076D54D733C143D40D4BF7F4E9C174440,0.0800,3476,27,43450.00,337.50
